index,price,adress,arrondissement,m2,rooms,pricem2,lat,long,tree_dist,tree_num,ilot_dist,wrong_num,ilot_num,aire_dist,aire_num
3116,340000,150 bd saint germain 75006,6,22,1,15455,48.853137,2.336659,149,119,186,824,825,111,248
30356,659000,13 rue du docteur potain 75019,19,66,2,9985,48.876299,2.397828,538,90,182,801,802,111,416
13919,585000,182 rue du chateau des rentiers 75013,13,75,3,7800,48.830409,2.362133,381,27,170,714,715,111,279
30708,350000,2 rue de joinville 75019,19,40,2,8750,48.889511,2.380867,844,117,159,658,659,111,545
30336,348000,90 av jean jaures 75019,19,38,2,9158,48.884866,2.378767,533,117,148,410,411,111,300
1886,436600,14 rue des lions saint paul 75004,4,24,1,18192,48.852628,2.361883,356,42,145,474,475,111,332
1887,625000,14 rue des lions saint paul 75004,4,43,1,14535,48.852628,2.361883,356,42,145,474,475,111,332
15672,1030000,132 rue du chateau 75014,14,39,2,26410,48.834751,2.320891,521,72,135,168,169,111,194
15673,1030000,132 rue du chateau 75014,14,40,2,25750,48.834751,2.320891,521,72,135,168,169,111,194
15674,365000,132 rue du chateau 75014,14,29,2,12586,48.834751,2.320891,521,72,135,168,169,111,194
15675,645000,132 rue du chateau 75014,14,52,3,12404,48.834751,2.320891,521,72,135,168,169,111,194
15676,350000,132 rue du chateau 75014,14,48,3,7292,48.834751,2.320891,521,72,135,168,169,111,194
25944,345000,95 rue ordener 75018,18,30,2,11500,48.891933,2.347018,159,75,130,440,441,111,479
25945,796750,95 rue ordener 75018,18,70,3,11382,48.891933,2.347018,159,75,130,440,441,111,479
25946,233000,95 rue ordener 75018,18,26,1,8962,48.891933,2.347018,159,75,130,440,441,111,479
1628,169400,41 quai de bourbon 75004,4,31,2,5465,48.853473,2.353621,198,21,128,297,298,111,278
13239,510500,72 rue crozatier 75012,12,42,2,12155,48.850083,2.37927,1307,98,121,199,200,111,277
13240,430000,72 rue crozatier 75012,12,39,2,11026,48.850083,2.37927,1307,98,121,199,200,111,277
18884,635000,5 rue francois bonvin 75015,15,54,3,11759,48.845808,2.305245,753,101,121,385,386,111,42
18885,525350,5 rue francois bonvin 75015,15,60,3,8756,48.845808,2.305245,753,101,121,385,386,111,42
3255,4100000,66 rue de rennes 75006,6,200,7,20500,48.853654,2.332803,258,119,118,522,523,111,513
3256,2700000,66 rue de rennes 75006,6,189,6,14286,48.853654,2.332803,258,119,118,522,523,111,513
7812,453700,3 cite de magenta 75010,10,38,2,11939,48.871542,2.359391,484,49,110,581,582,111,271
7813,480000,3 cite de magenta 75010,10,43,2,11163,48.871542,2.359391,484,49,110,581,582,111,271
7814,410000,3 cite de magenta 75010,10,39,2,10513,48.871542,2.359391,484,49,110,581,582,111,271
7815,395000,3 cite de magenta 75010,10,44,2,8977,48.871542,2.359391,484,49,110,581,582,111,271
7816,400000,3 cite de magenta 75010,10,48,2,8333,48.871542,2.359391,484,49,110,581,582,111,271
2771,1042000,11 rue pestalozzi 75005,5,45,3,23156,48.841807,2.351134,404,56,104,63,64,111,294
2772,157000,11 rue pestalozzi 75005,5,14,1,11214,48.841807,2.351134,404,56,104,63,64,111,294
14719,185000,17 rue dunois 75013,13,16,1,11562,48.830453,2.370138,971,27,103,898,899,111,341
14720,185000,17 rue dunois 75013,13,16,1,11562,48.830453,2.370138,971,27,103,898,899,111,341
8073,456000,13 bd de la villette 75010,10,41,3,11122,48.87284,2.375773,616,63,98,428,429,111,11
15070,580000,2 rue leonidas 75014,14,52,2,11154,48.830742,2.323206,260,72,72,677,678,111,284
15071,565500,2 rue leonidas 75014,14,54,3,10472,48.830742,2.323206,260,72,72,677,678,111,284
7892,273000,23 rue des vinaigriers 75010,10,20,2,13650,48.873096,2.363136,533,49,66,105,106,111,364
7893,480000,23 rue des vinaigriers 75010,10,36,1,13333,48.873096,2.363136,533,49,66,105,106,111,364
20045,1960000,1 rue de traktir 75016,16,126,4,15556,48.872609,2.29172,103,52,64,935,936,111,53
10391,203900,37 rue richard lenoir 75011,11,18,1,11328,48.856163,2.381296,659,98,35,462,463,111,393
97,240000,119 rue saint-denis 75001,1,24,2,10000,48.862936,2.349589,438,40,432,862,863,110,323
22198,1693000,31 bd exelmans 75016,16,144,6,11757,48.841111,2.263898,999,74,387,392,393,110,81
22199,471250,31 bd exelmans 75016,16,48,3,9818,48.841111,2.263898,999,74,387,392,393,110,81
17333,143000,15 rue marmontel 75015,15,12,1,11917,48.836853,2.299836,325,118,374,561,562,110,455
17334,290000,15 rue marmontel 75015,15,29,1,10000,48.836853,2.299836,325,118,374,561,562,110,455
27367,610000,31 bd barbes 75018,18,80,3,7625,48.886886,2.349339,405,104,353,476,477,110,518
64,1450000,51 rue saint-denis 75001,1,62,2,23387,48.861041,2.348639,355,59,349,3,4,110,319
65,470000,51 rue saint-denis 75001,1,35,1,13429,48.861041,2.348639,355,59,349,3,4,110,319
66,658970,51 rue saint-denis 75001,1,52,2,12672,48.861041,2.348639,355,59,349,3,4,110,319
67,1271000,51 rue saint-denis 75001,1,123,4,10333,48.861041,2.348639,355,59,349,3,4,110,319
68,624100,51 rue saint-denis 75001,1,65,3,9602,48.861041,2.348639,355,59,349,3,4,110,319
69,421200,51 rue saint-denis 75001,1,65,3,6480,48.861041,2.348639,355,59,349,3,4,110,319
6956,750000,18 bd de magenta 75010,10,58,2,12931,48.869965,2.361975,212,49,341,581,582,110,528
1458,950000,47 rue meslay 75003,3,81,3,11728,48.86809,2.357889,430,76,333,581,582,110,375
31758,333000,129 av gambetta 75020,20,16,1,20812,48.868664,2.401567,338,91,310,309,310,110,499
19200,483100,41 rue des entrepreneurs 75015,15,56,4,8627,48.846179,2.286869,877,20,304,715,716,110,437
6051,592000,92 rue saint-lazare 75009,9,50,2,11840,48.875866,2.328339,316,85,296,42,43,110,50
6052,450000,92 rue saint-lazare 75009,9,39,1,11538,48.875866,2.328339,316,85,296,42,43,110,50
6053,404000,92 rue saint-lazare 75009,9,37,1,10919,48.875866,2.328339,316,85,296,42,43,110,50
6054,280000,92 rue saint-lazare 75009,9,26,1,10769,48.875866,2.328339,316,85,296,42,43,110,50
6055,372500,92 rue saint-lazare 75009,9,36,1,10347,48.875866,2.328339,316,85,296,42,43,110,50
2591,2300000,18 rue soufflot 75005,5,146,6,15753,48.847143,2.342468,328,41,290,49,50,110,190
2592,674000,18 rue soufflot 75005,5,59,3,11424,48.847143,2.342468,328,41,290,49,50,110,190
1238,570000,89 rue beaubourg 75003,3,42,2,13571,48.864208,2.354948,307,40,289,79,80,110,166
21801,1068450,56 bd exelmans 75016,16,87,5,12281,48.842344,2.262233,806,74,285,392,393,110,81
21802,50000,56 bd exelmans 75016,16,10,1,5000,48.842344,2.262233,806,74,285,392,393,110,81
24755,390000,37 rue des dames 75017,17,36,3,10833,48.884172,2.323424,597,18,279,860,861,110,105
31999,265000,46 rue de belleville 75020,20,28,1,9464,48.873055,2.381208,447,63,276,203,204,110,6
4540,775000,72 rue st dominique 75007,7,60,3,12917,48.859795,2.307994,599,61,267,595,596,110,229
12854,837500,27 av ledru rollin 75012,12,75,3,11167,48.847158,2.369619,863,42,264,841,842,110,165
24877,1285000,136 av de wagram 75017,17,90,4,14278,48.885674,2.303938,652,103,261,793,794,110,28
24878,1285000,136 av de wagram 75017,17,120,3,10708,48.885674,2.303938,652,103,261,793,794,110,28
32150,485000,4 rue etienne marey 75020,20,60,3,8083,48.866834,2.406167,488,19,258,417,418,110,377
7569,741600,32 rue beaurepaire 75010,10,25,1,29664,48.871354,2.364402,355,49,255,105,106,110,364
7570,741600,32 rue beaurepaire 75010,10,25,2,29664,48.871354,2.364402,355,49,255,105,106,110,364
7571,741600,32 rue beaurepaire 75010,10,28,2,26486,48.871354,2.364402,355,49,255,105,106,110,364
7572,280900,32 rue beaurepaire 75010,10,25,1,11236,48.871354,2.364402,355,49,255,105,106,110,364
6188,227000,43 rue pierre fontaine 75009,9,20,1,11350,48.8832,2.332783,368,18,249,897,898,110,367
6189,205000,43 rue pierre fontaine 75009,9,20,1,10250,48.8832,2.332783,368,18,249,897,898,110,367
6190,160000,43 rue pierre fontaine 75009,9,18,1,8889,48.8832,2.332783,368,18,249,897,898,110,367
8184,1508600,27 rue de dunkerque 75010,10,167,5,9034,48.880167,2.353342,668,43,246,842,843,110,539
12800,305000,11 rue erard 75012,12,30,1,10167,48.845725,2.384747,825,84,243,427,428,110,446
22054,390000,90 rue boileau 75016,16,36,2,10833,48.840398,2.262037,923,74,239,392,393,110,251
33051,208580,3 rue ferdinand gambon 75020,20,24,2,8691,48.853265,2.407269,949,112,237,815,816,110,4
27101,205000,5 rue joseph de maistre 75018,18,19,1,10789,48.885945,2.334266,353,18,237,125,126,110,430
20279,1100000,25 rue lauriston 75016,16,98,4,11224,48.871159,2.292023,229,52,226,935,936,110,53
32838,185000,5 rue de la reunion 75020,20,14,1,13214,48.853048,2.403368,797,112,221,14,15,110,472
32839,294000,5 rue de la reunion 75020,20,31,2,9484,48.853048,2.403368,797,112,221,14,15,110,472
21869,180000,1 rue duban 75016,16,17,1,10588,48.856398,2.277748,836,128,217,616,617,110,315
3324,267500,19 rue des canettes 75006,6,19,1,14079,48.851904,2.33377,312,119,213,824,825,110,536
26732,380000,6 rue boinod 75018,18,44,3,8636,48.892157,2.350133,312,75,213,848,849,110,78
26733,400000,6 rue boinod 75018,18,47,3,8511,48.892157,2.350133,312,75,213,848,849,110,78
4932,3850000,1 av hoche 75008,8,185,6,20811,48.877677,2.304874,177,13,210,31,32,110,187
4933,2020000,1 av hoche 75008,8,151,4,13377,48.877677,2.304874,177,13,210,31,32,110,187
4934,2700000,1 av hoche 75008,8,250,4,10800,48.877677,2.304874,177,13,210,31,32,110,187
24422,950000,27 rue saint ferdinand 75017,17,81,3,11728,48.878082,2.288675,507,36,209,875,876,110,152
24423,937000,27 rue saint ferdinand 75017,17,80,3,11712,48.878082,2.288675,507,36,209,875,876,110,152
24424,960000,27 rue saint ferdinand 75017,17,87,3,11034,48.878082,2.288675,507,36,209,875,876,110,152
24425,1073500,27 rue saint ferdinand 75017,17,105,4,10224,48.878082,2.288675,507,36,209,875,876,110,152
24426,762350,27 rue saint ferdinand 75017,17,75,3,10165,48.878082,2.288675,507,36,209,875,876,110,152
24427,1060000,27 rue saint ferdinand 75017,17,110,4,9636,48.878082,2.288675,507,36,209,875,876,110,152
15028,321031,51 rue maurice ripoche 75014,14,31,2,10356,48.833127,2.323401,242,72,208,917,918,110,501
25823,230000,7 rue tardieu 75018,18,24,1,9583,48.884058,2.341821,118,97,207,10,11,110,100
2093,350000,14 rue des tournelles 75004,4,33,2,10606,48.854403,2.367379,589,37,206,756,757,110,230
2094,180000,14 rue des tournelles 75004,4,28,2,6429,48.854403,2.367379,589,37,206,756,757,110,230
3602,200000,7 rue servandoni 75006,6,10,1,20000,48.850245,2.334831,454,119,204,191,192,110,536
14335,317000,8 rue de la reine blanche 75013,13,31,1,10226,48.837125,2.354689,567,60,199,182,183,110,425
14336,384000,8 rue de la reine blanche 75013,13,40,2,9600,48.837125,2.354689,567,60,199,182,183,110,425
20924,1600000,2 rue scheffer 75016,16,130,5,12308,48.860149,2.285273,447,31,194,6,7,110,492
8620,142000,8 rue sainte marthe 75010,10,20,1,7100,48.87364,2.371255,872,63,185,874,875,110,76
31097,180000,26 av gambetta 75020,20,16,1,11250,48.864894,2.396196,121,126,181,7,8,110,172
16521,1337000,38 bd saint jacques 75014,14,95,3,14074,48.826583,2.309507,1253,77,179,553,554,110,97
16522,227000,38 bd saint jacques 75014,14,21,1,10810,48.826583,2.309507,1253,77,179,553,554,110,97
1624,625000,26 rue des lombards 75004,4,46,2,13587,48.859423,2.349189,195,59,173,3,4,110,151
1625,1190300,26 rue des lombards 75004,4,89,3,13374,48.859423,2.349189,195,59,173,3,4,110,151
22854,235000,67 rue guy moquet 75017,17,25,2,9400,48.892878,2.326333,135,123,166,768,769,110,27
30031,260000,28 rue manin 75019,19,28,2,9286,48.883286,2.388838,418,117,161,398,399,110,362
30032,273000,28 rue manin 75019,19,31,2,8806,48.883286,2.388838,418,117,161,398,399,110,362
16060,234000,56 rue de plaisance 75014,14,24,2,9750,48.833624,2.317899,698,72,157,168,169,110,542
9606,1676900,76 bd beaumarchais 75011,11,120,4,13974,48.858833,2.368032,461,37,157,679,680,110,533
9607,350000,76 bd beaumarchais 75011,11,35,2,10000,48.858833,2.368032,461,37,157,679,680,110,533
30312,452299,117 rue de meaux 75019,19,45,2,10051,48.884518,2.378585,518,115,155,410,411,110,300
9370,352000,14 rue petion 75011,11,30,2,11733,48.858816,2.381559,397,98,152,750,751,110,493
14045,956000,175 rue de tolbiac 75013,13,86,4,11116,48.825856,2.352999,430,92,150,91,92,110,90
750,859465,64 rue de clery 75002,2,69,3,12456,48.868755,2.349015,927,43,148,704,705,110,220
14963,522000,20 rue des plantes 75014,14,49,3,10653,48.831251,2.324057,170,72,148,677,678,110,501
31207,440000,84 rue de bagnolet 75020,20,52,3,8462,48.858693,2.401411,168,112,137,300,301,110,267
6399,580000,45 rue richer 75009,9,57,3,10175,48.873992,2.3434,430,43,135,765,766,110,23
6400,255000,45 rue richer 75009,9,27,1,9444,48.873992,2.3434,430,43,135,765,766,110,23
6401,605000,45 rue richer 75009,9,65,4,9308,48.873992,2.3434,430,43,135,765,766,110,23
6402,715000,45 rue richer 75009,9,80,4,8938,48.873992,2.3434,430,43,135,765,766,110,23
6403,580000,45 rue richer 75009,9,65,6,8923,48.873992,2.3434,430,43,135,765,766,110,23
6404,247000,45 rue richer 75009,9,30,2,8233,48.873992,2.3434,430,43,135,765,766,110,23
1022,476000,20 rue de thorigny 75003,3,31,2,15355,48.860104,2.363589,217,37,133,560,561,110,88
7852,383000,16 rue de belzunce 75010,10,33,1,11606,48.879493,2.351615,504,43,130,842,843,110,461
32461,278000,13 rue des couronnes 75020,20,31,2,8968,48.869602,2.381843,626,107,118,203,204,110,80
13809,975000,68 av des gobelins 75013,13,75,4,13000,48.83266,2.35441,319,60,109,234,235,110,550
13810,430000,68 av des gobelins 75013,13,48,3,8958,48.83266,2.35441,319,60,109,234,235,110,550
2334,495000,14 rue des carmes 75005,5,42,2,11786,48.849181,2.347499,198,39,101,480,481,110,327
2292,266579,82 bd saint marcel 75005,5,33,2,8078,48.85083,2.346104,181,83,101,273,274,110,327
7617,1140500,107 rue la fayette 75010,10,123,4,9272,48.877803,2.350891,368,43,92,842,843,110,461
5874,902335,49 rue de douai 75009,9,47,3,19199,48.883099,2.330868,308,18,86,897,898,110,381
1934,921450,6 rue des guillemites 75004,4,63,3,14626,48.858126,2.357424,393,100,82,504,505,110,295
12143,525000,6 pas montgallet 75012,12,70,3,7500,48.843984,2.38791,496,84,79,348,349,110,47
28843,255000,1 rue affre 75018,18,30,2,8500,48.885121,2.355745,940,127,45,37,38,110,292
24437,212000,10 rue de cheroy 75017,17,19,1,11158,48.882747,2.318394,510,82,552,193,194,109,72
5221,1898000,85 rue la boetie 75008,8,120,5,15817,48.871904,2.308618,545,71,516,31,32,109,331
5372,237000,15 rue de saint petersbourg 75008,8,11,1,21545,48.88118,2.325013,673,18,467,897,898,109,447
5373,655000,15 rue de saint petersbourg 75008,8,50,3,13100,48.88118,2.325013,673,18,467,897,898,109,447
5282,1590000,10 rue du commandant riviere 75008,8,140,5,11357,48.872793,2.308858,603,71,448,31,32,109,331
29852,368080,28 av simon bolivar 75019,19,30,1,12269,48.874728,2.383134,341,63,411,319,320,109,173
29853,915000,28 av simon bolivar 75019,19,90,4,10167,48.874728,2.383134,341,63,411,319,320,109,173
29854,758232,28 av simon bolivar 75019,19,75,1,10110,48.874728,2.383134,341,63,411,319,320,109,173
29855,300000,28 av simon bolivar 75019,19,30,1,10000,48.874728,2.383134,341,63,411,319,320,109,173
25039,380000,12 rue bayen 75017,17,30,2,12667,48.879413,2.295053,756,36,399,643,644,109,74
72,258000,59 rue saint-denis 75001,1,11,1,23455,48.861237,2.348757,378,59,370,3,4,109,319
73,258000,59 rue saint-denis 75001,1,11,1,23455,48.861237,2.348757,378,59,370,3,4,109,319
24267,1044900,27 bd pereire 75017,17,80,4,13061,48.887745,2.31057,478,57,327,174,175,109,83
24268,475500,27 bd pereire 75017,17,48,2,9906,48.887745,2.31057,478,57,327,174,175,109,83
24269,350000,27 bd pereire 75017,17,52,2,6731,48.887745,2.31057,478,57,327,174,175,109,83
4926,5367500,12 rue alfred de vigny 75008,8,227,7,23645,48.879133,2.305218,117,13,321,798,799,109,187
31452,390600,9 rue le bua 75020,20,34,2,11488,48.866674,2.403449,281,19,303,857,858,109,170
31453,514000,9 rue le bua 75020,20,60,3,8567,48.866674,2.403449,281,19,303,857,858,109,170
31454,353054,9 rue le bua 75020,20,48,3,7355,48.866674,2.403449,281,19,303,857,858,109,170
32327,660000,53 rue etienne marey 75020,20,61,3,10820,48.868651,2.40544,552,91,265,417,418,109,377
32328,437000,53 rue etienne marey 75020,20,73,4,5986,48.868651,2.40544,552,91,265,417,418,109,377
20311,1390650,28 rue lauriston 75016,16,78,3,17829,48.870884,2.291537,239,52,251,935,936,109,53
20312,165800,28 rue lauriston 75016,16,17,1,9753,48.870884,2.291537,239,52,251,935,936,109,53
20313,1232900,28 rue lauriston 75016,16,135,4,9133,48.870884,2.291537,239,52,251,935,936,109,53
3307,300000,15 rue lobineau 75006,6,21,2,14286,48.851633,2.335591,293,119,246,824,825,109,248
533,667060,18 rue saint-sauveur 75002,2,60,2,11118,48.866127,2.348382,725,40,223,713,714,109,482
32851,437800,25 rue frederick lemaitre 75020,20,47,2,9315,48.874431,2.392678,804,107,214,637,638,109,209
5738,1375000,43 rue de maubeuge 75009,9,120,4,11458,48.878899,2.346581,220,43,214,900,901,109,529
4307,1800000,13 rue de la comete 75007,7,90,5,20000,48.858987,2.309139,477,61,200,595,596,109,229
1597,320000,10 rue simon le franc 75004,4,36,2,8889,48.86019,2.353582,158,40,195,79,80,109,460
31343,910000,40 rue etienne dolet 75020,20,90,4,10111,48.868183,2.386095,237,107,187,423,424,109,104
16470,304000,12 rue delambre 75014,14,26,1,11692,48.841786,2.328181,1093,12,184,215,216,109,116
10950,180000,15 rue richard lenoir 75011,11,14,1,12857,48.85499,2.382017,802,98,165,462,463,109,393
10951,504200,15 rue richard lenoir 75011,11,47,1,10728,48.85499,2.382017,802,98,165,462,463,109,393
8810,927000,17 av parmentier 75011,11,61,4,15197,48.86035,2.378348,178,98,160,774,775,109,161
8811,297000,17 av parmentier 75011,11,25,2,11880,48.86035,2.378348,178,98,160,774,775,109,161
13259,411550,13 rue beccaria 75012,12,40,2,10289,48.84738,2.378919,1333,84,157,493,494,109,424
11463,355000,4 rue pleyel 75012,12,40,2,8875,48.84,2.391032,134,84,155,689,690,109,37
9454,445000,8 rue petion 75011,11,42,2,10595,48.858582,2.381747,428,98,153,750,751,109,493
9395,268000,12 rue petion 75011,11,21,1,12762,48.858729,2.381629,409,98,152,750,751,109,493
9396,392000,12 rue petion 75011,11,32,2,12250,48.858729,2.381629,409,98,152,750,751,109,493
22557,1238000,13 rue leconte de lisle 75016,16,42,1,29476,48.848424,2.268693,1271,74,150,255,256,109,94
22558,1065700,13 rue leconte de lisle 75016,16,89,4,11974,48.848424,2.268693,1271,74,150,255,256,109,94
16826,223500,7 rue de viroflay 75015,15,30,2,7450,48.84226,2.299611,207,101,142,918,919,109,546
22795,359729.78,81 rue truffaut 75017,17,34,3,10580,48.888157,2.317568,102,47,133,193,194,109,336
11430,1160000,1 rue du dahomey 75011,11,92,3,12609,48.851227,2.382192,1206,58,125,92,93,109,410
11431,1000000,1 rue du dahomey 75011,11,85,3,11765,48.851227,2.382192,1206,58,125,92,93,109,410
11432,1081500,1 rue du dahomey 75011,11,93,3,11629,48.851227,2.382192,1206,58,125,92,93,109,410
10388,300000,232 bd voltaire 75011,11,28,2,10714,48.851939,2.389631,658,58,125,759,760,109,254
31179,249000,89 rue de bagnolet 75020,20,27,2,9222,48.858792,2.40133,156,112,124,300,301,109,267
25050,901375,126 rue de tocqueville 75017,17,84,3,10731,48.888536,2.306305,766,103,121,793,794,109,149
30491,680000,10 rue euryale dehaynin 75019,19,60,4,11333,48.885672,2.378512,603,117,118,410,411,109,349
1863,439000,11 rue ferdinand duval 75004,4,32,2,13719,48.856485,2.359404,340,37,117,673,674,109,394
31028,290000,41 rue des gatines 75020,20,29,3,10000,48.86639,2.3995,80,91,114,857,858,109,290
31029,215000,41 rue des gatines 75020,20,22,2,9773,48.86639,2.3995,80,91,114,857,858,109,290
21588,1340710,17 av mal lyautey 75016,16,89,4,15064,48.851831,2.260011,698,32,108,272,273,109,208
21589,1284300,17 av mal lyautey 75016,16,89,4,14430,48.851831,2.260011,698,32,108,272,273,109,208
2745,1000000,16 rue pestalozzi 75005,5,38,2,26316,48.841902,2.350959,403,56,105,63,64,109,294
2746,1000000,16 rue pestalozzi 75005,5,38,2,26316,48.841902,2.350959,403,56,105,63,64,109,294
2747,1000000,16 rue pestalozzi 75005,5,38,3,26316,48.841902,2.350959,403,56,105,63,64,109,294
2748,1000000,16 rue pestalozzi 75005,5,38,3,26316,48.841902,2.350959,403,56,105,63,64,109,294
2749,1000000,16 rue pestalozzi 75005,5,39,2,25641,48.841902,2.350959,403,56,105,63,64,109,294
2750,1000000,16 rue pestalozzi 75005,5,39,2,25641,48.841902,2.350959,403,56,105,63,64,109,294
2751,1000000,16 rue pestalozzi 75005,5,39,3,25641,48.841902,2.350959,403,56,105,63,64,109,294
2752,1000000,16 rue pestalozzi 75005,5,39,3,25641,48.841902,2.350959,403,56,105,63,64,109,294
2753,1000000,16 rue pestalozzi 75005,5,39,3,25641,48.841902,2.350959,403,56,105,63,64,109,294
2754,1000000,16 rue pestalozzi 75005,5,39,3,25641,48.841902,2.350959,403,56,105,63,64,109,294
2755,1000000,16 rue pestalozzi 75005,5,41,2,24390,48.841902,2.350959,403,56,105,63,64,109,294
2756,1000000,16 rue pestalozzi 75005,5,41,2,24390,48.841902,2.350959,403,56,105,63,64,109,294
2757,1000000,16 rue pestalozzi 75005,5,42,4,23810,48.841902,2.350959,403,56,105,63,64,109,294
2758,1000000,16 rue pestalozzi 75005,5,42,4,23810,48.841902,2.350959,403,56,105,63,64,109,294
2759,1000000,16 rue pestalozzi 75005,5,48,2,20833,48.841902,2.350959,403,56,105,63,64,109,294
2760,1000000,16 rue pestalozzi 75005,5,48,2,20833,48.841902,2.350959,403,56,105,63,64,109,294
2761,1000000,16 rue pestalozzi 75005,5,48,3,20833,48.841902,2.350959,403,56,105,63,64,109,294
2762,1000000,16 rue pestalozzi 75005,5,48,3,20833,48.841902,2.350959,403,56,105,63,64,109,294
2763,1000000,16 rue pestalozzi 75005,5,48,3,20833,48.841902,2.350959,403,56,105,63,64,109,294
2764,1000000,16 rue pestalozzi 75005,5,48,3,20833,48.841902,2.350959,403,56,105,63,64,109,294
2765,1000000,16 rue pestalozzi 75005,5,48,3,20833,48.841902,2.350959,403,56,105,63,64,109,294
2766,1000000,16 rue pestalozzi 75005,5,48,3,20833,48.841902,2.350959,403,56,105,63,64,109,294
2767,1000000,16 rue pestalozzi 75005,5,54,2,18519,48.841902,2.350959,403,56,105,63,64,109,294
2768,1000000,16 rue pestalozzi 75005,5,54,2,18519,48.841902,2.350959,403,56,105,63,64,109,294
27043,501000,16 rue du simplon 75018,18,50,3,10020,48.893708,2.350869,346,75,103,848,849,109,78
27044,390000,16 rue du simplon 75018,18,40,2,9750,48.893708,2.350869,346,75,103,848,849,109,78
27045,275000,16 rue du simplon 75018,18,43,2,6395,48.893708,2.350869,346,75,103,848,849,109,78
31773,660000,84 rue de la reunion 75020,20,72,2,9167,48.856611,2.400316,349,112,102,439,440,109,263
22749,450000,4 rue brochant 75017,17,38,2,11842,48.888125,2.317093,72,17,100,193,194,109,336
733,950000,86 rue de clery 75002,2,71,3,13380,48.869288,2.350713,913,43,91,704,705,109,220
734,617100,86 rue de clery 75002,2,64,3,9642,48.869288,2.350713,913,43,91,704,705,109,220
9825,426600,21 rue du grand prieure 75011,11,40,2,10665,48.865887,2.368423,519,49,91,421,422,109,159
13177,170000,2 rue beccaria 75012,12,13,1,13077,48.846213,2.379525,1223,84,84,493,494,109,119
13178,185000,2 rue beccaria 75012,12,15,1,12333,48.846213,2.379525,1223,84,84,493,494,109,119
25829,1247320,1 sq de clignancourt 75018,18,98,5,12728,48.892417,2.346071,122,75,77,440,441,109,479
30479,629000,54 rue compans 75019,19,55,3,11436,48.878064,2.393403,595,90,58,94,95,109,176
26161,280000,131 rue de clignancourt 75018,18,30,1,9333,48.893922,2.349111,205,75,57,848,849,109,78
26162,507695,131 rue de clignancourt 75018,18,56,3,9066,48.893922,2.349111,205,75,57,848,849,109,78
26163,230000,131 rue de clignancourt 75018,18,26,1,8846,48.893922,2.349111,205,75,57,848,849,109,78
26187,409160,33 rue du simplon 75018,18,38,2,10767,48.894037,2.349116,209,75,54,848,849,109,25
24150,125000,3 rue saussure 75017,17,13,1,9615,48.883145,2.317263,454,82,486,193,194,108,72
3466,795000,58 rue saint andre des arts 75006,6,48,3,16562,48.853534,2.339816,357,119,405,100,101,108,313
27375,806580,1 rue custine 75018,18,73,4,11049,48.887311,2.349208,408,104,377,476,477,108,518
27376,512000,1 rue custine 75018,18,47,3,10894,48.887311,2.349208,408,104,377,476,477,108,518
27377,423030,1 rue custine 75018,18,43,3,9838,48.887311,2.349208,408,104,377,476,477,108,518
22196,1035000,85 rue chardon lagache 75016,16,106,5,9764,48.840787,2.263584,997,74,361,392,393,108,251
6643,1680000,4 rue victor masse 75009,9,124,4,13548,48.880553,2.339937,512,97,354,606,607,108,31
32709,363000,89 rue des pyrenees 75020,20,36,2,10083,48.854243,2.404984,743,112,318,14,15,108,472
1133,1500000,13 rue beranger 75003,3,97,3,15464,48.86594,2.363695,265,49,300,288,289,108,242
30997,432900,60 rue des rondeaux 75020,20,39,2,11100,48.863805,2.396943,27,126,296,7,8,108,125
30998,402000,60 rue des rondeaux 75020,20,42,2,9571,48.863805,2.396943,27,126,296,7,8,108,125
30999,587500,60 rue des rondeaux 75020,20,67,3,8769,48.863805,2.396943,27,126,296,7,8,108,125
31000,650000,60 rue des rondeaux 75020,20,75,3,8667,48.863805,2.396943,27,126,296,7,8,108,125
31001,190000,60 rue des rondeaux 75020,20,32,1,5938,48.863805,2.396943,27,126,296,7,8,108,125
1063,645000,149 rue saint martin 75003,3,41,2,15732,48.861865,2.351669,234,40,281,79,80,108,547
1064,420200,149 rue saint martin 75003,3,42,2,10005,48.861865,2.351669,234,40,281,79,80,108,547
27984,582500,60 rue du ruisseau 75018,18,26,2,22404,48.894513,2.340745,532,75,277,646,647,108,162
27985,582500,60 rue du ruisseau 75018,18,26,2,22404,48.894513,2.340745,532,75,277,646,647,108,162
19377,440000,35 rue viala 75015,15,43,3,10233,48.849984,2.288955,948,7,273,715,716,108,137
1732,440000,25 rue quincampoix 75004,4,28,1,15714,48.86004,2.34997,288,59,260,3,4,108,468
24663,835000,31 rue des dames 75017,17,62,3,13468,48.884262,2.323895,556,18,256,860,861,108,105
24664,701522,31 rue des dames 75017,17,55,3,12755,48.884262,2.323895,556,18,256,860,861,108,105
28643,719000,84 rue damremont 75018,18,60,3,11983,48.892375,2.335596,784,15,255,110,111,108,44
25118,490000,33 rue bayen 75017,17,49,2,10000,48.880422,2.293667,802,36,245,271,272,108,129
16214,216000,3 av villemain 75014,14,23,1,9391,48.832445,2.316053,832,72,226,744,745,108,402
15069,266000,9 rue hippolyte maindron 75014,14,22,2,12091,48.83285,2.322985,260,72,224,677,678,108,501
29990,163000,75 av simon bolivar 75019,19,15,1,10867,48.876238,2.375827,407,63,219,29,30,108,474
